country,description,duration,genre,language,public,score,title,top_cast,url,year
Japan,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks out his father, who left him when he was younger.",24,"Animation,Action,Adventure",Japanese,TV-14,9.0,Hunter x Hunter,"Issei Futamata,Megumi Han,Cristina Valenzuela,Mariya Ise,Michael McConnohie,Erica Mendez,Erika Harlacher,Miyuki Sawashiro,Daisuke Namikawa,Matthew Mercer,Keiji Fujiwara,Keith Silverstein,Wataru Takagi,Tony Oliver,Bill Rogers,Ray Chase,Ben Diskin,Kyle Hebert",https://www.imdb.com//title/tt2098220/?ref_=chttvtp_t_35,2011–2014
United States,The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to his fateful run-in with Walter White and Jesse Pinkman.,0,"Crime,Drama",English,TV-MA,9.0,Better Call Saul,"Bob Odenkirk,Rhea Seehorn,Jonathan Banks,Patrick Fabian,Michael Mando,Giancarlo Esposito,Michael McKean,Tony Dalton,Mark Margolis,Kerry Condon,Ray Campbell,Jeremiah Bitsui,Cara Pifko,Dennis Boutsikaris,Ed Begley Jr.,Josh Fadem,Tina Parker,Julian Bonfiglio",https://www.imdb.com//title/tt3032476/?ref_=chttvtp_t_30,2015–2022
United States,"Five hundred years in the future, a renegade crew aboard a small spacecraft tries to survive as they travel the unknown parts of the galaxy and evade warring factions as well as authority agents out to get them.",0,"Adventure,Drama,Sci-Fi",English,TV-14,9.0,Firefly,"Nathan Fillion,Gina Torres,Alan Tudyk,Morena Baccarin,Adam Baldwin,Jewel Staite,Sean Maher,Summer Glau,Ron Glass,Christina Hendricks,Mark Sheppard,Michael Fairman,Jeff Ricketts,Dennis Cockrum,Zac Efron,Doug Savant,Gregory Itzin,Isabella Hofmann",https://www.imdb.com//title/tt0303461/?ref_=chttvtp_t_32,2002–2003
United States,"Set in Utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League Of Legends champions and the power that will tear them apart.",41,"Animation,Action,Adventure",English,TV-14,9.0,Arcane,"Hailee Steinfeld,Kevin Alejandro,Jason Spisak,Terri Douglas,Remy Hii,Harry Lloyd,Toks Olagundoye,Robin Atkin Downes,Arthur Ortiz,JB Blanc,Dave B. Mitchell,Amirah Vann,Katie Leung,Ella Purnell,Elsa Davoine,Mia Sinclair Jenness,Josh Keaton,Mick Wingert",https://www.imdb.com//title/tt11126994/?ref_=chttvtp_t_29,2021– 
United Kingdom,Focuses on life and the environment in both the Arctic and Antarctic.,0,Documentary,English,TV-PG,9.0,Frozen Planet,"David Attenborough,Alec Baldwin,Chadden Hunter,Michael Kelem,Ted Giffords,Gavin Thurston,Doug Anderson,Mark Linfield,Jamie McPherson,Jeff Turner,Vanessa Berlowitz,Jeff Wilson,Niobe Thompson,Doug Allan,Hugh Miller,Miles Barton,Mark Smith,Alun Hubbard",https://www.imdb.com//title/tt2092588/?ref_=chttvtp_t_33,2011–2012
United States,The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.,23,"Animation,Action,Adventure",English,TV-PG,9.0,Batman: The Animated Series,"Kevin Conroy,Loren Lester,Efrem Zimbalist Jr.,Bob Hastings,Robert Costanzo,Mari Devon,Mark Hamill,Richard Moll,Lloyd Bochner,Arleen Sorkin,John Vernon,Adrienne Barbeau,Brock Peters,Diane Pershing,Ingrid Oliu,Paul Williams,Neil Ross,Aron Kincaid",https://www.imdb.com//title/tt0103359/?ref_=chttvtp_t_23,1992–1995
United States,"When a mysterious European ship is found marooned in a nearby fishing village, Lord Yoshii Toranaga discovers secrets that could tip the scales of power and devastate his enemies.",0,"Adventure,Drama,History",English,TV-MA,9.2,Shōgun,"Hiroyuki Sanada,Cosmo Jarvis,Anna Sawai,Tadanobu Asano,Yûki Kedôin,Eushin Lee,Yuki Kura,Akiko Kobayashi,Hiroto Kanai,Hiromoto Ida,Moeka Hoshi,Yasunari Takeshima,Emi Kamito,Sen Mars,Jodai Suzuki,Tommy Bastow,Kengo Hashimoto,Takehiro Hira",https://www.imdb.com//title/tt2788316/?ref_=chttvtp_t_25,2024
United Kingdom,"Mammoth series, five years in the making, taking a look at the rich tapestry of life in the world's oceans.",389,Documentary,English,TV-G,9.0,The Blue Planet,"David Attenborough,Pierce Brosnan,Peter Scoones",https://www.imdb.com//title/tt0296310/?ref_=chttvtp_t_28,2001
United States,"A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium.",22,Comedy,English,TV-14,9.0,The Office,"Steve Carell,Jenna Fischer,John Krasinski,Rainn Wilson,Leslie David Baker,Brian Baumgartner,Angela Kinsey,Kate Flannery,Phyllis Smith,Creed Bratton,Oscar Nuñez,B.J. Novak,Mindy Kaling,Ed Helms,Paul Lieberstein,Craig Robinson,Ellie Kemper,Zach Woods",https://www.imdb.com//title/tt0386676/?ref_=chttvtp_t_27,2005–2013
Japan,"After his hometown is destroyed and is traumatized, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.",24,"Animation,Action,Adventure",Japanese,TV-MA,9.1,Attack on Titan,"Jessie James Grelle,Bryce Papenbrook,Trina Nishimura,Yûki Kaji,Yui Ishikawa,Marina Inoue,Kishô Taniyama,Hiro Shimono,Clifford Chapin,Mike McFarland,Romi Park,Matthew Mercer,Jessica Calvello,Hiroshi Kamiya,Yoshimasa Hosoya,Yû Kobayashi,Robert McCollum,Ashly Burch",https://www.imdb.com//title/tt2560140/?ref_=chttvtp_t_24,2013–2023
Japan,The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.,0,"Animation,Action,Adventure",Japanese,TV-14,8.9,Cowboy Bebop,"Kôichi Yamadera,Unshô Ishizuka,Megumi Hayashibara,Steve Blum,Beau Billingslea,Kevin Seymour,Wendee Lee,Isshin Chiba,Melissa Fahn,Aoi Tada,Hiroshi Naka,Tsutomu Tareki,Miki Nagasawa,Toshihiko Nakajima,Jin Hirao,Skip Stellrecht,Kazuhiro Nakata,Shinpachi Tsuji",https://www.imdb.com//title/tt0213338/?ref_=chttvtp_t_45,1998–1999
United States,Former Daily Show host and correspondent John Oliver brings his persona to this weekly news satire program.,30,"Comedy,News,Talk-Show",English,TV-MA,8.9,Last Week Tonight with John Oliver,"John Oliver,David Kaye,Ryan Barger,Noel MacNeal,Alberto Bonilla,H. Jon Benjamin,Susan Evans,Rachel Dratch,James Wojtal,Michael Torpey,Gilbert Gottfried,Kyle Ploof,Paul McGinnis,George Clooney,Nick Offerman,Moujan Zolfaghari,Connor Ratliff,Alex Webb",https://www.imdb.com//title/tt3530232/?ref_=chttvtp_t_50,2014– 
Poland,"Ten television drama films, each one based on one of the Ten Commandments.",572,Drama,Polish,TV-MA,8.9,The Decalogue,"Artur Barcis,Olgierd Lukaszewicz,Olaf Lubaszenko,Aleksander Bardini,Krystyna Janda,Piotr Machalica,Jan Tesarz,Stanislaw Gawlik,Krzysztof Kumor,Katarzyna Piwowarczyk,Maciej Szary,Henryk Baranowski,Daniel Olbrychski,Jerzy Stuhr,Grazyna Szapolowska,Miroslaw Baka,Ewa Blaszczyk,Anna Polony",https://www.imdb.com//title/tt0092337/?ref_=chttvtp_t_40,1989–1990
United States,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,296,"Biography,Crime,Drama",Spanish,TV-MA,8.8,When They See Us,"Asante Blackk,Caleel Harris,Ethan Herisse,Marquis Rodriguez,Marsha Stephanie Blake,Kylie Bunbury,John Leguizamo,Niecy Nash,Suzzanne Douglas,Michael Kenneth Williams,Jharrel Jerome,Aunjanue Ellis-Taylor,Felicity Huffman,Len Cariou,William Sadler,Adepero Oduye,Alexandra Templer,Denia Brache",https://www.imdb.com//title/tt7137906/?ref_=chttvtp_t_49,2019
United States,"The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.",0,"Comedy,Drama",English,TV-MA,8.8,Succession,"Nicholas Braun,Brian Cox,Kieran Culkin,Peter Friedman,Matthew Macfadyen,Alan Ruck,Sarah Snook,Jeremy Strong,J. Smith-Cameron,Scott Nicholson,Dagmara Dominczyk,Justine Lupe,David Rasche,Hiam Abbass,Arian Moayed,Juliana Canfield,Fisher Stevens,Rob Yang",https://www.imdb.com//title/tt7660850/?ref_=chttvtp_t_54,2018–2023
West Germany,A World War II German U-Boat crew have a terrifying patrol mission in the early days of the war.,293,"Drama,War",German,TV-MA,8.8,Das Boot,"Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann,Hubertus Bengsch,Martin Semmelrogge,Bernd Tauber,Erwin Leder,Martin May,Heinz Hoenig,Uwe Ochsenknecht,Claude-Oliver Rudolph,Jan Fedder,Ralf Richter,Joachim Bernhard,Oliver Stritzel,Konrad Becker,Lutz Schnell,Martin Hemme",https://www.imdb.com//title/tt0081834/?ref_=chttvtp_t_60,1985
United States,"A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.",49,"Biography,Crime,Drama",English,TV-MA,8.8,Narcos,"Pedro Pascal,Wagner Moura,Boyd Holbrook,Alberto Ammann,Paulina Gaitan,Juan Murcia,Jorge Monterrosa,Damián Alcázar,Francisco Denis,Raúl Méndez,Juan Sebastián Calero,Paulina García,Diego Cataño,Brett Cullen,Julián Díaz,Joanna Christie,Maurice Compte,María José Sanchez Real",https://www.imdb.com//title/tt2707408/?ref_=chttvtp_t_71,2015–2017
United States,Comedian Dave Chappelle hosts this sketch-comedy show that parodies many of the nuances of race and culture.,22,"Comedy,Music",English,TV-MA,8.8,Chappelle's Show,"Dave Chappelle,Donnell Rawlings,Rudy Rush,Charlie Murphy,Neal Brennan,Yasiin Bey,Randy Pearlstein,Melle Powers,Greer Barnes,Blaire Reinhard,Yoshio Mita,Paul Mooney,Guillermo Diaz,William Bogert,Sophina Brown,Questlove,Bryan Olsen,Bill Burr",https://www.imdb.com//title/tt0353049/?ref_=chttvtp_t_72,2003–2006
India,A story of trials and tribulations of four young entrepreneurs who quit their day jobs in order to pursue their start up venture.,40,"Comedy,Drama",Hindi,TV-MA,9.1,TVF Pitchers,"Naveen Kasturia,Arunabh Kumar,Abhay Mahajan,Gopal Datt,Pranav Bhasin,Jasmeet Singh Bhatia,Jitendra Kumar,Shreya Singh,Ronjini Chakraborty,Vidushi Kaul,Saad Bilgrami,Ketaki Narayan,Luv Vispute,Madan Deodhar,Durin Das,Ridhi Dogra,Akanksha Thakur,Maanvi Gagroo",https://www.imdb.com//title/tt4742876/?ref_=chttvtp_t_56,2015–2022
United States,"American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League soccer team.",0,"Comedy,Drama,Sport",English,TV-MA,8.8,Ted Lasso,"Jason Sudeikis,Hannah Waddingham,Jeremy Swift,Phil Dunster,Brett Goldstein,Brendan Hunt,Nick Mohammed,Toheeb Jimoh,Juno Temple,Kola Bokinni,Billy Harris,Stephen Manas,Cristo Fernández,Moe Jeudy-Lamour,Annette Badland,Moe Hashim,David Elsendoorn,Adam Colborne",https://www.imdb.com//title/tt10986410/?ref_=chttvtp_t_78,2020–2023
United States,A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,60,"Action,Comedy,Crime",English,TV-MA,8.7,The Boys,"Karl Urban,Jack Quaid,Antony Starr,Erin Moriarty,Jessie T. Usher,Laz Alonso,Chace Crawford,Tomer Capone,Karen Fukuhara,Nathan Mitchell,Colby Minifie,Dominique McElligott,Claudia Doumit,Cameron Crovetti,Nneka Elliott,Laila Robins,Aya Cash,Katy Breier",https://www.imdb.com//title/tt1190634/?ref_=chttvtp_t_92,2019– 
United States,"The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.",40,"Action,Adventure,Fantasy",English,TV-14,8.7,The Mandalorian,"Pedro Pascal,Chris Bartlett,Katee Sackhoff,Carl Weathers,Giancarlo Esposito,Emily Swallow,Brendan Wayne,Misty Rosas,Leilani Shiu,Lateef Crowder,Barry Lowin,Ariel Shiu,Gina Carano,Katy O'Brian,Taika Waititi,Tait Fletcher,Omid Abtahi,Temuera Morrison",https://www.imdb.com//title/tt8111088/?ref_=chttvtp_t_117,2019– 
Sweden,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer.",60,"Crime,Mystery,Thriller",Swedish,TV-MA,8.6,The Bridge,"Sofia Helin,Rafael Pettersson,Sarah Boberg,Candice van Litsenborgh,Dag Malmberg,Kim Bodnia,Puk Scharbau,Thure Lindhardt,Lars Simonsen,Gabriel Flores Jair,Henrik Lundström,Maria Kulle,Julie Carlsen,Emil Birk Hartmann,Anette Lindbäck,Said William Legue,Kristina Brändén Whitaker,Lotte Munk",https://www.imdb.com//title/tt1733785/?ref_=chttvtp_t_142,2011–2018
United Kingdom,The original surreal sketch comedy showcase for the Monty Python troupe.,30,Comedy,English,TV-14,8.8,Monty Python's Flying Circus,"Graham Chapman,John Cleese,Terry Gilliam,Eric Idle,Terry Jones,Michael Palin,Carol Cleveland,John Hughman,Monty Python,Ian Davidson,The Fred Tomlinson Singers,Frank Lester,Bob Raymond,Connie Booth,Lyn Ashley,Rita Davies,Maureen Flanagan,Peter Brett",https://www.imdb.com//title/tt0063929/?ref_=chttvtp_t_58,1969–1974
India,"Dedicated to Shrimati SL Loney ji, Shri Irodov ji and Maanniya HC Verma ji, 'Kota Factory' is TVF's latest original. India's first 'Black and White' show highlights the problems present day IIT-JEE aspirants face in their day-to-day lives.",0,"Comedy,Drama",Hindi,TV-14,9.0,Kota Factory,"Mayur More,Jitendra Kumar,Ranjan Raj,Alam Khan,Revathi Pillai,Urvi Singh,Harish Peddinti,Ahsaas Channa,Sameer Saxena,Vaibhav Thakkar,Arun Kumar,Abhishake Jha,Sachin Vidrohi,Op Jangid,Jyoti Gauba,Rajesh Kumar,Abhaya Sharma,Jaiti Khera",https://www.imdb.com//title/tt9432978/?ref_=chttvtp_t_81,2019–2021
United States,"Filmmaker Andrew Jarecki examines the complicated life of reclusive real estate icon Robert Durst, the key suspect in a series of unsolved crimes.",279,"Documentary,Biography,Crime",English,TV-14,8.6,The Jinx: The Life and Deaths of Robert Durst,"Andrew Jarecki,Robert Durst,J. Patrick Burns,Gary Napoli,Jeanine Pirro,Michael Simon Hall,Dick DeGuerin,Debra Kay Anderson,Kevin J. Hynes,Chelsea Gonzalez,Marc Smerling,Susan Berman,Sareb Kaufman,Alexander Norton,Ellen Strauss,Gilberte Najamy,Jeszenia Jimenez,Cody Cazalas",https://www.imdb.com//title/tt4299972/?ref_=chttvtp_t_141,2015–2024
United Kingdom,Follow Jeremy Clarkson as he attempts to run a farm in the countryside.,45,"Documentary,Comedy,Reality-TV",English,TV-PG,9.0,Clarkson's Farm,"Jeremy Clarkson,Kaleb Cooper,Charlie Ireland,Lisa Hogan,Gerald Cooper,Dilwyn Evans,Alan Townsend,Kevin Harrison,Ellen Helliwell,Tim Coles,Kieron Cooper,Paddy Bourns,Georgia Craig,Katy Coles,Emma Ledbury,Steph Bourns,Viktor Zaichenko,Simon Strong",https://www.imdb.com//title/tt10541088/?ref_=chttvtp_t_34,2021– 
